,remote_changes
8576,"[{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8577,"[{'score': 0.568986, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8578,"[{'score': 0.56978, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.834441, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8579,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8580,[]
8581,"[{'score': 0.586767, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.920133, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8582,[]
8583,[]
8584,"[{'score': 0.512024, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
8585,[]
8586,"[{'score': 0.936899, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.614792, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8587,"[{'score': 0.576603, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.788547, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8588,"[{'score': 0.849846, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.636458, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8589,[]
8590,"[{'score': 0.59793, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.79901, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.530786, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8591,"[{'score': 0.990268, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.914329, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8592,"[{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8593,"[{'score': 0.519248, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.974629, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.915571, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8594,[]
8595,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8596,
8597,[]
8598,[]
8599,"[{'score': 0.599421, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8600,"[{'score': 0.524184, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8601,"[{'score': 0.540302, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.50589, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.912324, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8602,[]
8603,"[{'score': 0.735673, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8604,"[{'score': 0.519131, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.957696, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.664175, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8605,"[{'score': 0.954964, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.899169, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8606,"[{'score': 0.58624, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
8607,"[{'score': 0.908301, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8608,"[{'score': 0.556928, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.896637, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8609,"[{'score': 0.571918, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.611644, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8610,"[{'score': 0.606908, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.807548, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8611,"[{'score': 0.723305, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.722126, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8612,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8613,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8614,[]
8615,"[{'score': 0.667646, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8616,"[{'score': 0.69745, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8617,"[{'score': 0.940229, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8618,"[{'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8619,"[{'score': 0.691678, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.928991, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.974792, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8620,"[{'score': 0.870105, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8621,"[{'score': 0.881398, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8622,"[{'score': 0.932155, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8623,"[{'score': 0.901894, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8624,[]
8625,"[{'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8626,[]
8627,"[{'score': 0.665256, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8628,"[{'score': 0.770985, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.601853, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.765814, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8629,[]
8630,[]
8631,"[{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8632,"[{'score': 0.660207, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8633,"[{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8634,"[{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8635,"[{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8636,"[{'score': 0.944551, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8637,"[{'score': 0.643282, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.980488, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8638,"[{'score': 0.922197, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.829888, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8639,[]
8640,"[{'score': 0.93884, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8641,"[{'score': 0.55795, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.877401, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8642,"[{'score': 0.510164, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.826255, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.660331, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8643,"[{'score': 0.828054, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.885463, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.99997, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8644,"[{'score': 0.578211, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
8645,"[{'score': 0.627021, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8646,"[{'score': 0.990865, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8647,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8648,"[{'score': 0.519801, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.845297, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.801827, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8649,"[{'score': 0.526072, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.983133, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8650,"[{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8651,"[{'score': 0.601456, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.793846, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8652,"[{'score': 0.775702, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.73677, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8653,[]
8654,[]
8655,"[{'score': 0.898839, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8656,[]
8657,[]
8658,"[{'score': 0.935153, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.865388, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8659,"[{'score': 0.672469, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8660,"[{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8661,[]
8662,"[{'score': 0.865388, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.952933, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8663,"[{'score': 0.693343, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
8664,"[{'score': 0.527171, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8665,"[{'score': 0.531606, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.887842, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8666,"[{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8667,[]
8668,[]
8669,"[{'score': 0.590746, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8670,"[{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8671,"[{'score': 0.548699, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8672,[]
8673,"[{'score': 0.864019, 'tone_id': 'fear', 'tone_name': 'Fear'}]"
8674,"[{'score': 0.894965, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8675,[]
8676,"[{'score': 0.56001, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.765814, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8677,[]
8678,"[{'score': 0.51026, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.525007, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8679,"[{'score': 0.65285, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.85591, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8680,"[{'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8681,"[{'score': 0.629969, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8682,"[{'score': 0.901894, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8683,"[{'score': 0.973505, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.839577, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8684,"[{'score': 0.551009, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.72085, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.727798, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8685,"[{'score': 0.684816, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8686,"[{'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8687,[]
8688,"[{'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8689,
8690,"[{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8691,"[{'score': 0.970179, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8692,
8693,"[{'score': 0.922197, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.72969, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8694,"[{'score': 0.569888, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.66863, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8695,[]
8696,"[{'score': 0.712576, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8697,"[{'score': 0.869965, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8698,"[{'score': 0.517399, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8699,"[{'score': 0.595879, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8700,[]
8701,"[{'score': 0.69146, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.89793, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8702,"[{'score': 0.645841, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.579436, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.802462, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8703,"[{'score': 0.991736, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8704,"[{'score': 0.574923, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.673826, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.969947, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8705,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8706,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8707,"[{'score': 0.916667, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
8708,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8709,"[{'score': 0.728923, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.802309, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8710,[]
8711,[]
8712,"[{'score': 0.629144, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.864644, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.50589, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8713,"[{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8714,"[{'score': 0.545721, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.85781, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8715,"[{'score': 0.511305, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.878563, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.940174, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8716,"[{'score': 0.628794, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8717,"[{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8718,[]
8719,"[{'score': 0.549367, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.895415, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8720,"[{'score': 0.585866, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8721,[]
8722,"[{'score': 0.503758, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8723,"[{'score': 0.889429, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8724,[]
8725,"[{'score': 0.573521, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8726,"[{'score': 0.648508, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.793846, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8727,"[{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8728,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8729,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8730,"[{'score': 0.845364, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8731,"[{'score': 0.698156, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.952933, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8732,[]
8733,[]
8734,[]
8735,"[{'score': 0.534627, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
8736,"[{'score': 0.944845, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8737,"[{'score': 0.55388, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
8738,"[{'score': 0.937719, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.753092, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8739,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8740,[]
8741,"[{'score': 0.539367, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8742,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8743,[]
8744,"[{'score': 0.584824, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
8745,"[{'score': 0.508794, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.950867, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.968969, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8746,"[{'score': 0.705784, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.937821, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8747,"[{'score': 0.994551, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8748,[]
8749,"[{'score': 0.551801, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.944845, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8750,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8751,[]
8752,[]
8753,"[{'score': 0.587074, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8754,"[{'score': 0.87232, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8755,"[{'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.867767, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8756,"[{'score': 0.829888, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.972662, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8757,"[{'score': 0.674723, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8758,"[{'score': 0.736444, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.765702, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8759,"[{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8760,"[{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8761,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8762,[]
8763,"[{'score': 0.630381, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.591536, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8764,[]
8765,"[{'score': 0.501219, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8766,"[{'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8767,"[{'score': 0.519722, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.698156, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8768,[]
8769,"[{'score': 0.830134, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8770,"[{'score': 0.827288, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.747663, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8771,"[{'score': 0.575992, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.768739, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8772,"[{'score': 0.687996, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.821913, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8773,"[{'score': 0.54691, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.724637, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.863693, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8774,"[{'score': 0.607717, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8775,"[{'score': 0.862686, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8776,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8777,"[{'score': 0.905456, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.823368, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8778,"[{'score': 0.516607, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]"
8779,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8780,"[{'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8781,"[{'score': 0.825035, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8782,"[{'score': 0.50409, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.942817, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8783,"[{'score': 0.697875, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.911208, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.908179, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8784,"[{'score': 0.556473, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.889185, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8785,"[{'score': 0.520869, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.908592, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.965244, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8786,"[{'score': 0.994551, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8787,[]
8788,"[{'score': 0.718915, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.970044, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8789,[]
8790,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8791,"[{'score': 0.575127, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8792,"[{'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8793,"[{'score': 0.506474, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.58393, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8794,"[{'score': 0.543171, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.634748, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.663686, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8795,"[{'score': 0.95751, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.647781, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8796,"[{'score': 0.663202, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.911392, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8797,"[{'score': 0.8025, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.936767, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8798,"[{'score': 0.769752, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8799,"[{'score': 0.737379, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.772113, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8800,"[{'score': 0.582257, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.623954, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.85961, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8801,"[{'score': 0.92125, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8802,"[{'score': 0.920855, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8803,"[{'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8804,[]
8805,"[{'score': 0.845297, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.711887, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8806,"[{'score': 0.633836, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.77494, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8807,[]
8808,[]
8809,"[{'score': 0.928991, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8810,"[{'score': 0.628579, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.935674, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.92999, 'tone_id': 'confident', 'tone_name': 'Confident'}]"
8811,"[{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8812,"[{'score': 0.9947, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8813,"[{'score': 0.623725, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.588596, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.534455, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8814,"[{'score': 0.555401, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8815,"[{'score': 0.566418, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.89728, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]"
8816,"[{'score': 0.592119, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8817,"[{'score': 0.562568, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8818,[]
8819,[]
8820,"[{'score': 0.561468, 'tone_id': 'joy', 'tone_name': 'Joy'}]"
8821,"[{'score': 0.957828, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.703409, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8822,"[{'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8823,"[{'score': 0.866306, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]"
8824,[]
